booking_id,user_id,shop_id,service_type,time_of_day,distance_km,rating_given
B00495,U0728,S085,Coloring,Morning,1.3,4.3
B00496,U0317,S050,Haircut,Evening,10.8,2.9
B00497,U0028,S069,Haircut,Morning,7.5,4.1
B00498,U0452,S067,Haircut,Evening,11.6,3.2
B00499,U0441,S011,Coloring,Morning,14.4,3
B00500,U0253,S035,Coloring,Afternoon,13.9,3.5
B00501,U0959,S011,Coloring,Weekend,4.1,2.8
B00502,U0618,S029,Pedicure,Evening,3.4,2.7
B00503,U0611,S046,Pedicure,Afternoon,7.9,3.5
B00504,U0891,S034,Coloring,Evening,1.3,4.8
B00505,U0484,S027,Coloring,Weekend,9,3.8
B00506,U0367,S039,Coloring,Morning,14.9,4.3
B00507,U0017,S004,Spa,Evening,5.7,3.7
B00508,U0476,S057,Coloring,Afternoon,2.2,3.5
B00509,U0153,S075,Spa,Weekend,11.6,4
B00510,U0652,S070,Coloring,Evening,8,4.7
B00511,U0855,S041,Coloring,Morning,2.7,4
B00512,U0538,S014,Haircut,Evening,3.9,4.6
B00513,U0258,S074,Spa,Morning,2,2.7
B00514,U0465,S010,Coloring,Weekend,12.6,3.3
B00515,U0099,S055,Pedicure,Morning,14.1,4.8
B00516,U0800,S043,Pedicure,Weekend,2.1,3.3
B00517,U0799,S076,Manicure,Weekend,1.5,3.9
B00518,U0843,S043,Pedicure,Morning,1.6,3.6
B00519,U0197,S013,Spa,Morning,1.6,3.7
B00520,U0564,S082,Manicure,Morning,2.6,4.7
B00521,U0319,S087,Coloring,Evening,13.8,3.2
B00522,U0808,S070,Pedicure,Afternoon,0.6,3.5
B00523,U0222,S016,Spa,Morning,1.3,4.9
B00524,U0847,S062,Pedicure,Afternoon,4.9,2.8
B00525,U0169,S029,Haircut,Evening,1.8,2.5
B00526,U0958,S016,Spa,Morning,9.3,4
B00527,U0832,S079,Manicure,Afternoon,3.1,4.7
B00528,U0761,S097,Manicure,Evening,4.5,3
B00529,U0688,S024,Pedicure,Weekend,11.5,3.9
B00530,U0841,S019,Spa,Weekend,2.1,3.5
B00531,U0730,S069,Spa,Afternoon,2.9,3.2
B00532,U0264,S014,Haircut,Afternoon,2.6,4.5
B00533,U0214,S042,Spa,Weekend,8.6,4.2
B00534,U0800,S071,Pedicure,Evening,1.7,3.3
B00535,U0096,S044,Spa,Morning,1.3,3.6
B00536,U0987,S038,Haircut,Weekend,3,3.8
B00537,U0712,S058,Spa,Weekend,4.3,2.3
B00538,U0398,S070,Spa,Evening,7.1,4.2
B00539,U0761,S048,Spa,Weekend,8.8,3.4
B00540,U0688,S020,Haircut,Weekend,14.2,4.7
B00541,U0985,S076,Manicure,Evening,8.7,4.8
B00542,U0051,S015,Spa,Morning,11.8,3.9
B00543,U0620,S093,Spa,Weekend,14.5,3.7
B00544,U0112,S061,Manicure,Evening,8,4.2
B00545,U0134,S067,Spa,Afternoon,2.4,3.7
B00546,U0242,S002,Haircut,Evening,6.9,3.5
B00547,U0552,S033,Pedicure,Weekend,11.2,3.8
B00548,U0774,S006,Pedicure,Morning,1.1,4.1
B00549,U0651,S038,Spa,Morning,11.9,4
B00550,U0961,S021,Spa,Evening,12.3,4.5
B00551,U0388,S087,Coloring,Evening,13.8,3.2
B00552,U0866,S004,Spa,Weekend,5.4,2.6
B00553,U0051,S047,Coloring,Evening,10.4,3.9
B00554,U0181,S092,Haircut,Evening,2.8,3.3
B00555,U0746,S027,Haircut,Evening,1.1,4.1
B00556,U0152,S086,Manicure,Morning,6.5,4.7
B00557,U0452,S003,Coloring,Evening,8,3.1
B00558,U0603,S089,Haircut,Morning,1.2,3.2
B00559,U0221,S012,Coloring,Weekend,2.4,2.9
B00560,U0179,S094,Haircut,Weekend,7.7,4.4
B00561,U0507,S022,Haircut,Morning,7.1,4.1
B00562,U0372,S066,Manicure,Morning,8.3,2.6
B00563,U0891,S001,Coloring,Evening,0.8,3.3
B00564,U0701,S056,Haircut,Evening,2.1,3.9
B00565,U0699,S084,Coloring,Morning,9.5,3.3
B00566,U0767,S053,Manicure,Evening,8.5,3.5
B00567,U0322,S086,Manicure,Weekend,8.5,4.4
B00568,U0551,S016,Spa,Weekend,5.2,4.8
B00569,U0993,S081,Manicure,Afternoon,7.9,4
B00570,U0653,S006,Haircut,Weekend,14.6,3.7
B00571,U0748,S087,Coloring,Morning,12.4,4.1
B00572,U0869,S038,Haircut,Weekend,1.6,3.6
B00573,U0083,S037,Spa,Morning,13.6,3.1
B00574,U0151,S099,Manicure,Morning,11.4,4.2
B00575,U0513,S051,Spa,Weekend,1.5,5
B00576,U0769,S087,Coloring,Weekend,9.8,4.1
B00577,U0578,S029,Pedicure,Afternoon,0.7,2.4
B00578,U0070,S057,Coloring,Weekend,13,3.9
B00579,U0982,S043,Pedicure,Evening,7,3
B00580,U0704,S063,Spa,Afternoon,12.5,3.9
B00581,U0030,S049,Haircut,Afternoon,3.1,2.8
B00582,U0373,S094,Coloring,Morning,14.5,4.1
B00583,U0781,S037,Coloring,Afternoon,7.2,3.8
B00584,U0342,S029,Haircut,Morning,10.8,2.9
B00585,U0063,S076,Pedicure,Weekend,14,3.5
B00586,U0193,S005,Coloring,Evening,2.2,4.4
B00587,U0101,S072,Haircut,Morning,1.5,4
B00588,U0003,S034,Coloring,Morning,2,4.1
B00589,U0920,S048,Haircut,Afternoon,0.7,3.3
B00590,U0860,S078,Coloring,Evening,6.7,4.6
B00591,U0618,S064,Pedicure,Morning,6,2.8
B00592,U0780,S046,Haircut,Weekend,10.4,4
B00593,U0775,S004,Spa,Evening,3.6,3.8
B00594,U0053,S059,Manicure,Weekend,1.9,3
B00595,U0833,S100,Pedicure,Weekend,1.7,4.5
B00596,U0907,S015,Spa,Weekend,5.8,4.1
B00597,U0831,S100,Pedicure,Weekend,2.7,4.6
B00598,U0783,S085,Pedicure,Afternoon,2.8,3.6
B00599,U0060,S062,Pedicure,Weekend,11.4,2.9
B00600,U0588,S079,Spa,Weekend,3.8,4.4
B00601,U0479,S034,Pedicure,Weekend,7.1,4.3
B00602,U0461,S004,Spa,Evening,2.9,3.5
B00603,U0983,S074,Spa,Evening,11.7,2.6
B00604,U0075,S066,Pedicure,Weekend,3.5,3.6
B00605,U0995,S044,Haircut,Afternoon,1.7,2.7
B00606,U0196,S073,Manicure,Morning,14.3,2.7
B00607,U0246,S027,Spa,Evening,8.2,4.5
B00608,U0217,S050,Spa,Evening,10.1,2.8
B00609,U0349,S014,Haircut,Weekend,3,4.8
B00610,U0780,S095,Haircut,Afternoon,8.9,4.7
B00611,U0634,S078,Coloring,Evening,15,4.1
B00612,U0371,S006,Pedicure,Weekend,7.6,3.3
B00613,U0962,S014,Haircut,Evening,9.8,4.3
B00614,U0081,S089,Pedicure,Weekend,8.7,4
B00615,U0006,S012,Haircut,Evening,7.1,3.1
B00616,U0561,S091,Haircut,Afternoon,5.3,4.4
B00617,U0839,S092,Haircut,Morning,13.1,3.6
B00618,U0608,S059,Pedicure,Morning,13.8,3.3
B00619,U0552,S040,Manicure,Weekend,9.7,3.9
B00620,U0513,S020,Coloring,Weekend,5.6,4.9
B00621,U0146,S071,Pedicure,Weekend,10.5,2.5
B00622,U0643,S059,Haircut,Weekend,1.6,4.1
B00623,U0475,S003,Pedicure,Weekend,14.7,3
B00624,U0619,S037,Coloring,Evening,9.9,3.5
B00625,U0879,S022,Coloring,Weekend,8.6,3.7
B00626,U0227,S083,Manicure,Evening,8,3.3
B00627,U0675,S031,Haircut,Morning,13.2,3.4
B00628,U0907,S053,Manicure,Weekend,1.3,3.7
B00629,U0006,S017,Haircut,Evening,11.8,2.6
B00630,U0142,S094,Coloring,Morning,1,4.8
B00631,U0267,S100,Pedicure,Weekend,14.5,4.2
B00632,U0500,S059,Manicure,Morning,14.9,3.2
B00633,U0570,S040,Manicure,Evening,11.7,3.9
B00634,U0337,S044,Haircut,Evening,3.9,3.4
B00635,U0100,S088,Manicure,Afternoon,7.8,2.3
B00636,U0939,S072,Haircut,Afternoon,1.6,4.4
B00637,U0081,S013,Manicure,Morning,3.3,3.8
B00638,U0133,S064,Haircut,Weekend,2.5,3.5
B00639,U0271,S100,Coloring,Weekend,2.8,3.9
B00640,U0689,S081,Manicure,Afternoon,6.1,5
B00641,U0006,S084,Coloring,Evening,14.7,2.4
B00642,U0255,S051,Spa,Afternoon,7.7,4.9
B00643,U0168,S012,Pedicure,Morning,5.5,3
B00644,U0070,S083,Pedicure,Weekend,11.6,3.4
B00645,U0886,S085,Spa,Evening,5.8,4.3
B00646,U0714,S024,Manicure,Morning,14.2,4.2
B00647,U0021,S034,Coloring,Weekend,1.1,4.7
B00648,U0472,S075,Spa,Weekend,5.4,3.7
B00649,U0438,S010,Coloring,Evening,1.5,4.6
B00650,U0448,S083,Spa,Weekend,14.7,2.7
B00651,U0070,S016,Spa,Evening,9.5,4.3
B00652,U0208,S029,Coloring,Evening,2.4,2.4
B00653,U0396,S051,Spa,Weekend,1.4,4.5
B00654,U0031,S010,Manicure,Weekend,2.8,4.1
B00655,U0880,S026,Coloring,Evening,2.5,4.5
B00656,U0259,S064,Haircut,Morning,3.2,3.3
B00657,U0600,S056,Coloring,Evening,8.3,4.3
B00658,U0962,S028,Haircut,Afternoon,12.1,4.7
B00659,U0206,S062,Pedicure,Weekend,14.9,2.6
B00660,U0968,S079,Haircut,Afternoon,7.3,4.4
B00661,U0720,S017,Manicure,Weekend,12.2,2.8
B00662,U0066,S081,Manicure,Afternoon,14.7,5
B00663,U0499,S091,Haircut,Weekend,5.6,4.6
B00664,U0847,S027,Manicure,Afternoon,8.9,4.4
B00665,U0632,S078,Spa,Evening,12.6,4
B00666,U0345,S049,Haircut,Afternoon,1.6,2.7
B00667,U0209,S054,Haircut,Afternoon,8.7,3.4
B00668,U0399,S093,Spa,Weekend,2.1,3.2
B00669,U0137,S059,Coloring,Evening,1.7,3.9
B00670,U0329,S048,Spa,Afternoon,2.1,3.4
B00671,U0115,S006,Spa,Morning,11,3.9
B00672,U0803,S050,Haircut,Afternoon,12.7,3.1
B00673,U0646,S032,Manicure,Morning,8.1,3.4
B00674,U0068,S091,Manicure,Weekend,1.3,4.9
B00675,U0049,S017,Manicure,Afternoon,9.2,3.5
B00676,U0700,S091,Pedicure,Morning,2.6,5
B00677,U0540,S078,Spa,Evening,8.4,5
B00678,U0490,S002,Haircut,Evening,0.5,3.4
B00679,U0187,S071,Pedicure,Afternoon,2.2,3.4
B00680,U0309,S019,Coloring,Weekend,3.4,3.9
B00681,U0864,S066,Manicure,Afternoon,1.5,3
B00682,U0962,S038,Haircut,Morning,12.3,4.3
B00683,U0129,S021,Haircut,Afternoon,7.8,4.1
B00684,U0452,S079,Manicure,Evening,6,4.9
B00685,U0295,S095,Manicure,Afternoon,0.7,4.3
B00686,U0272,S027,Haircut,Evening,1.5,3.7
B00687,U0005,S070,Spa,Morning,12.8,3.8
B00688,U0432,S100,Coloring,Morning,2.1,4.3
B00689,U0433,S002,Haircut,Weekend,1,2.3
B00690,U0065,S047,Coloring,Weekend,13,4.1
B00691,U0433,S016,Spa,Evening,1.1,3.8
B00692,U0304,S066,Manicure,Evening,2.4,3.5
B00693,U0986,S062,Pedicure,Morning,0.8,2.4
B00694,U0988,S017,Haircut,Weekend,10.4,2.8
B00695,U0725,S065,Spa,Evening,2.4,4.5
B00696,U0430,S019,Coloring,Weekend,5.7,4.4
B00697,U0779,S084,Coloring,Evening,3.2,2.4
B00698,U0788,S011,Coloring,Morning,11.7,3.5
B00699,U0498,S041,Pedicure,Morning,14.8,3.8
B00700,U0509,S074,Spa,Morning,7.9,2.9
B00701,U0143,S045,Pedicure,Evening,1.9,2.9
B00702,U0873,S056,Haircut,Evening,3.1,4.3
B00703,U0218,S028,Manicure,Morning,1.5,4.9
B00704,U0622,S011,Coloring,Morning,15,3.4
B00705,U0405,S082,Manicure,Weekend,5.5,4.5
B00706,U0813,S013,Spa,Afternoon,10.5,4.2
B00707,U0568,S047,Coloring,Weekend,7.1,3.9
B00708,U0115,S091,Manicure,Morning,7.8,4.7
B00709,U0150,S055,Coloring,Morning,1,5
B00710,U0888,S006,Coloring,Evening,8.3,4
B00711,U0577,S017,Haircut,Morning,3.8,3.1
B00712,U0105,S096,Manicure,Morning,13.1,4.1
B00713,U0695,S030,Haircut,Afternoon,14.8,3.3
B00714,U0239,S024,Pedicure,Afternoon,13.5,5
B00715,U0658,S003,Coloring,Weekend,11,3.6
B00716,U0458,S035,Coloring,Weekend,1.1,3.9
B00717,U0371,S061,Manicure,Afternoon,4.1,3.8
B00718,U0165,S037,Coloring,Weekend,14.4,3.1
B00719,U0641,S040,Manicure,Morning,14.3,3
B00720,U0838,S016,Spa,Weekend,5.2,4.1
B00721,U0834,S071,Haircut,Evening,14.8,3.3
B00722,U0356,S048,Spa,Morning,10.3,3.9
B00723,U0491,S091,Haircut,Weekend,10.9,5
B00724,U0273,S088,Manicure,Evening,1.1,2.6
B00725,U0681,S003,Coloring,Weekend,4.2,3.3
B00726,U0224,S067,Haircut,Weekend,9.9,3.5
B00727,U0175,S061,Manicure,Evening,6.8,4.3
B00728,U0939,S065,Spa,Afternoon,7.3,4.3
B00729,U0675,S076,Pedicure,Afternoon,1.6,4.3
B00730,U0843,S094,Coloring,Morning,2.7,5
B00731,U1000,S100,Pedicure,Weekend,1.7,4.5
B00732,U0674,S025,Haircut,Afternoon,1.7,2.9
B00733,U0647,S097,Spa,Evening,10,4
B00734,U0444,S100,Pedicure,Morning,0.7,3.4
B00735,U0127,S058,Spa,Weekend,3.1,3.4
B00736,U0425,S038,Haircut,Evening,13.7,4.6
B00737,U0207,S023,Coloring,Afternoon,14.3,4.5
B00738,U0704,S050,Haircut,Evening,4.5,3.3
B00739,U0089,S047,Coloring,Morning,11.1,4.4
B00740,U0263,S046,Haircut,Evening,1.6,3.4
B00741,U0181,S027,Spa,Weekend,10.4,4.2
B00742,U0586,S099,Manicure,Weekend,14.2,3.7
B00743,U0063,S033,Pedicure,Weekend,14.5,3.9
B00744,U0533,S049,Coloring,Morning,12.8,2.8
B00745,U0698,S062,Pedicure,Weekend,10.5,2.7
B00746,U0649,S047,Coloring,Afternoon,1.5,4
B00747,U0760,S095,Haircut,Evening,2,5
B00748,U0322,S095,Manicure,Weekend,5.9,4.3
B00749,U0613,S092,Coloring,Evening,2.6,2.6
B00750,U0224,S019,Coloring,Evening,1.9,4.1
B00751,U0582,S061,Manicure,Afternoon,3.8,4.4
B00752,U0258,S011,Coloring,Evening,0.6,3.5
B00753,U0326,S026,Spa,Weekend,10.9,4.4
B00754,U0204,S031,Pedicure,Evening,11,4.4
B00755,U0397,S098,Haircut,Evening,0.5,3.2
B00756,U0499,S011,Coloring,Weekend,12,3.3
B00757,U0592,S037,Coloring,Morning,2.4,3.9
B00758,U0783,S037,Spa,Evening,0.5,3.8
B00759,U0229,S068,Haircut,Weekend,9.4,4.5
B00760,U0828,S049,Pedicure,Weekend,3.4,2.6
B00761,U0441,S028,Manicure,Evening,14.1,4.7
B00762,U0909,S016,Spa,Afternoon,6.5,4.1
B00763,U0820,S038,Spa,Evening,9,4.3
B00764,U0656,S043,Pedicure,Afternoon,14.4,3.8
B00765,U0791,S053,Manicure,Evening,14.3,4.1
B00766,U0829,S092,Haircut,Evening,0.9,3.4
B00767,U0388,S050,Haircut,Evening,9.2,2.4
B00768,U0627,S028,Pedicure,Weekend,0.5,3.9
B00769,U0303,S036,Spa,Evening,7.3,4.5
B00770,U0035,S016,Spa,Afternoon,11.4,3.9
B00771,U0947,S056,Coloring,Afternoon,7.7,3.5
B00772,U0264,S006,Pedicure,Afternoon,2.7,2.8
B00773,U0385,S092,Haircut,Afternoon,7.2,3.1
B00774,U0472,S093,Spa,Afternoon,5.7,4.1
B00775,U0249,S045,Pedicure,Morning,14.4,3.7
B00776,U0712,S017,Haircut,Weekend,1.7,3.2
B00777,U0524,S052,Manicure,Morning,1,4.8
B00778,U0908,S057,Coloring,Weekend,5.9,3.5
B00779,U0775,S021,Manicure,Evening,14.9,4.4
B00780,U0108,S086,Pedicure,Weekend,3.6,4.2
B00781,U0764,S020,Haircut,Afternoon,8.9,4.3
B00782,U0832,S058,Manicure,Afternoon,1.5,2.3
B00783,U0480,S081,Manicure,Weekend,10.1,4.3
B00784,U0853,S011,Coloring,Weekend,8.9,3.8
B00785,U0578,S100,Pedicure,Afternoon,2.8,4
B00786,U0900,S008,Manicure,Morning,1.2,4.2
B00787,U0963,S087,Coloring,Evening,14.9,3.3
B00788,U0905,S034,Spa,Afternoon,8.5,4.4
B00789,U0716,S083,Haircut,Evening,1.2,3.7
B00790,U0447,S004,Spa,Weekend,10.4,3.8
B00791,U0233,S074,Spa,Weekend,1.8,2.7
B00792,U0277,S049,Pedicure,Morning,4.7,2.7
B00793,U1000,S078,Spa,Weekend,6,4.5
B00794,U0668,S072,Coloring,Weekend,3.5,4.3
B00795,U0207,S068,Manicure,Morning,8.1,4.3
B00796,U0368,S045,Pedicure,Weekend,9.7,3.2
B00797,U0161,S090,Coloring,Afternoon,2.6,4.5
B00798,U0796,S028,Manicure,Afternoon,6.6,3.7
B00799,U0121,S052,Manicure,Weekend,3.8,4.9
B00800,U0939,S061,Manicure,Afternoon,3,4.4
B00801,U0884,S057,Haircut,Afternoon,6.8,3.7
B00802,U0511,S006,Haircut,Afternoon,1.7,3
B00803,U0223,S080,Manicure,Evening,2.5,5
B00804,U0536,S080,Manicure,Weekend,7.3,4.1
B00805,U0302,S011,Coloring,Morning,3.5,2.7
B00806,U0260,S029,Pedicure,Morning,5.9,2.4
B00807,U0381,S022,Coloring,Weekend,1.6,4.4
B00808,U0858,S005,Pedicure,Afternoon,11,3.8
B00809,U0818,S036,Coloring,Weekend,5.8,4.3
B00810,U0261,S020,Haircut,Weekend,14.4,4.2
B00811,U0134,S047,Coloring,Morning,2.9,5
B00812,U0747,S036,Spa,Weekend,13,4
B00813,U0765,S001,Spa,Weekend,14.2,3.2
B00814,U0072,S034,Coloring,Weekend,12.3,3.8
B00815,U0888,S015,Coloring,Morning,8,4.5
B00816,U0909,S073,Manicure,Morning,12.2,2.9
B00817,U0870,S071,Pedicure,Morning,14.6,2.4
B00818,U0501,S004,Spa,Evening,9.4,3.2
B00819,U0590,S063,Spa,Afternoon,2.3,4.4
B00820,U0113,S038,Haircut,Evening,1,4.3
B00821,U0241,S089,Pedicure,Weekend,1.4,2.8
B00822,U0556,S084,Coloring,Morning,8,3.1
B00823,U0850,S034,Spa,Morning,1.9,4.2
B00824,U0924,S028,Haircut,Morning,2,4.8
B00825,U0026,S076,Manicure,Morning,9.9,4.4
B00826,U0224,S035,Coloring,Afternoon,7.4,3.3
B00827,U0118,S051,Spa,Morning,3.1,4.1
B00828,U0007,S018,Coloring,Evening,12.7,3.8
B00829,U0992,S044,Haircut,Morning,8.4,3.6
B00830,U0710,S011,Coloring,Afternoon,10.5,3.4
B00831,U0846,S066,Haircut,Morning,5.7,3.7
B00832,U0979,S086,Pedicure,Morning,14.2,4.4
B00833,U0352,S042,Spa,Evening,6.6,3.1
B00834,U0677,S020,Coloring,Weekend,7.8,4.1
B00835,U0220,S005,Pedicure,Evening,2.1,3.5
B00836,U0912,S068,Coloring,Evening,2.2,4.5
B00837,U0913,S089,Pedicure,Weekend,5.9,2.9
B00838,U0597,S040,Manicure,Afternoon,5.2,3.8
B00839,U0989,S046,Haircut,Evening,8.3,3.2
B00840,U0792,S090,Haircut,Evening,8.6,4.6
B00841,U0930,S030,Haircut,Evening,1.5,4.4
B00842,U0733,S043,Pedicure,Evening,11.3,2.7
B00843,U0145,S075,Spa,Weekend,14.4,4.3
B00844,U0323,S009,Manicure,Morning,6.7,4.2
B00845,U0645,S004,Spa,Afternoon,3,3.8
B00846,U0012,S023,Coloring,Morning,5.2,5
B00847,U0521,S079,Pedicure,Morning,13.2,4.8
B00848,U0351,S065,Spa,Weekend,2.8,5
B00849,U0988,S081,Haircut,Morning,10.2,4.3
B00850,U0855,S014,Haircut,Morning,2.3,4.3
B00851,U0389,S063,Manicure,Morning,6.9,5
B00852,U0807,S010,Pedicure,Evening,2.3,4
B00853,U0906,S017,Haircut,Morning,7.7,3
B00854,U0086,S086,Manicure,Weekend,5.5,4.1
B00855,U0643,S075,Spa,Weekend,10.1,4.4
B00856,U0164,S048,Haircut,Weekend,11.1,3.2
B00857,U0380,S086,Manicure,Weekend,4.5,4.4
B00858,U0791,S046,Haircut,Evening,12.4,3.2
B00859,U0651,S058,Pedicure,Morning,13.5,3.3
B00860,U0928,S058,Manicure,Evening,12.2,2.8
B00861,U0552,S058,Manicure,Weekend,14.9,3.3
B00862,U0933,S003,Pedicure,Morning,1.2,4.4
B00863,U0051,S017,Manicure,Evening,10.2,3.2
B00864,U0330,S010,Pedicure,Morning,1.5,3.3
B00865,U0354,S019,Coloring,Afternoon,0.6,4.4
B00866,U0970,S036,Pedicure,Morning,2.5,4.9
B00867,U0667,S041,Coloring,Morning,3.8,4.7
B00868,U0167,S095,Manicure,Weekend,9.2,4
B00869,U0197,S089,Haircut,Morning,0.8,3.7
B00870,U0403,S005,Haircut,Afternoon,11.6,4.7
B00871,U0376,S075,Spa,Weekend,3.2,3.3
B00872,U0069,S027,Spa,Weekend,13,4.9
B00873,U0801,S044,Haircut,Evening,8,3.4
B00874,U0111,S096,Coloring,Weekend,11.4,3.8
B00875,U0863,S011,Coloring,Weekend,7.9,3.5
B00876,U0326,S097,Spa,Weekend,8,4.1
B00877,U0437,S047,Coloring,Evening,1.2,5
B00878,U0124,S073,Manicure,Evening,6.3,2.8
B00879,U0941,S047,Coloring,Evening,6,4.2
B00880,U0510,S030,Haircut,Evening,7.7,3.8
B00881,U0608,S068,Pedicure,Morning,3.7,4.7
B00882,U0657,S098,Coloring,Afternoon,9.5,4.4
B00883,U0729,S097,Pedicure,Afternoon,12,3.6
B00884,U0309,S021,Coloring,Weekend,8.2,4.8
B00885,U0675,S099,Haircut,Weekend,14.6,4.3
B00886,U0070,S090,Pedicure,Weekend,9.3,4.8
B00887,U0288,S019,Spa,Weekend,3,3.3
B00888,U0804,S051,Spa,Morning,2.7,4
B00889,U0913,S015,Coloring,Evening,3.8,4.2
B00890,U0734,S054,Coloring,Evening,1.2,4.1
B00891,U0884,S073,Haircut,Afternoon,5.4,3.4
B00892,U0566,S060,Spa,Evening,10.1,3.9
B00893,U0626,S016,Spa,Morning,2.2,4.3
B00894,U0639,S007,Manicure,Weekend,10.5,4.7
B00895,U0497,S097,Spa,Morning,2.9,3.5
B00896,U0937,S085,Pedicure,Afternoon,0.9,4.1
B00897,U0121,S067,Coloring,Weekend,4.8,4
B00898,U0933,S019,Spa,Morning,1.7,3.7
B00899,U0481,S038,Spa,Afternoon,10.9,4.3
B00900,U0513,S032,Coloring,Evening,8,3.8
B00901,U0557,S029,Pedicure,Evening,11.4,3.3
B00902,U0730,S001,Spa,Afternoon,0.8,3.9
B00903,U0442,S061,Manicure,Weekend,12.8,4
B00904,U0943,S093,Spa,Afternoon,9.2,3.9
B00905,U0522,S034,Spa,Weekend,9.6,4.1
B00906,U0386,S078,Manicure,Afternoon,2.2,4.9
B00907,U0754,S042,Spa,Weekend,2.5,3.7
B00908,U0595,S003,Coloring,Weekend,13.2,3
B00909,U0996,S084,Coloring,Evening,3.2,3.1
B00910,U0959,S004,Spa,Weekend,1.6,3.5
B00911,U0051,S010,Pedicure,Evening,2.2,4.6
B00912,U0182,S004,Spa,Weekend,13.2,2.6
B00913,U0653,S080,Manicure,Morning,3.5,4.3
B00914,U0381,S019,Coloring,Afternoon,9.1,4
B00915,U0548,S042,Coloring,Weekend,8.1,3.1
B00916,U0022,S064,Pedicure,Afternoon,13.9,2.2
B00917,U0169,S045,Pedicure,Morning,2.8,2.9
B00918,U0739,S083,Haircut,Afternoon,0.6,3.9
B00919,U0300,S088,Pedicure,Evening,1.6,2.2
B00920,U0968,S050,Haircut,Afternoon,5.3,3
B00921,U0678,S016,Spa,Morning,11.5,4.3
B00922,U0786,S063,Coloring,Afternoon,2.6,4.7
B00923,U0409,S062,Pedicure,Afternoon,8.1,2.5
B00924,U0788,S057,Haircut,Morning,13.3,3.5
B00925,U0778,S024,Pedicure,Weekend,6,4.3
B00926,U0055,S036,Pedicure,Afternoon,2.4,4.9
B00927,U0099,S018,Manicure,Evening,12.4,3.8
B00928,U0055,S006,Pedicure,Morning,0.7,2.9
B00929,U0773,S064,Haircut,Evening,15,2.8
B00930,U0447,S009,Pedicure,Weekend,8.4,3.9
B00931,U0493,S001,Haircut,Evening,2.4,3.7
B00932,U0086,S042,Manicure,Morning,3.1,3.1
B00933,U0936,S026,Haircut,Morning,1.5,4.2
B00934,U0055,S022,Pedicure,Morning,2,4.4
B00935,U0853,S003,Coloring,Evening,1.4,4.3
B00936,U0550,S030,Manicure,Morning,1.5,4.5
B00937,U0137,S077,Coloring,Morning,0.9,4.8
B00938,U0548,S037,Coloring,Evening,1.3,3.1
B00939,U0393,S011,Coloring,Evening,3.3,3.6
B00940,U0858,S089,Pedicure,Afternoon,8.9,3.7
B00941,U0139,S068,Manicure,Morning,3.2,3.9
B00942,U0666,S093,Haircut,Weekend,14,2.8
B00943,U0584,S021,Manicure,Weekend,7.2,4.1
B00944,U0718,S056,Coloring,Evening,3.4,4.2
B00945,U0206,S036,Manicure,Evening,1.4,4.6
B00946,U0910,S085,Manicure,Evening,1,3.7
B00947,U0446,S064,Haircut,Afternoon,7,3.2
B00948,U0556,S061,Manicure,Evening,5.3,3.5
B00949,U0219,S021,Coloring,Weekend,2.5,5
B00950,U0152,S045,Pedicure,Morning,3.6,3.4
B00951,U0568,S047,Coloring,Weekend,14.4,4.6
B00952,U0857,S015,Coloring,Weekend,2.2,4.2
B00953,U0307,S054,Haircut,Evening,6,4.4
B00954,U0073,S083,Pedicure,Afternoon,8.1,3.6
B00955,U0654,S018,Haircut,Morning,13.8,3.7
B00956,U0329,S025,Spa,Afternoon,2.7,3
B00957,U0360,S020,Haircut,Weekend,9.3,5
B00958,U0940,S035,Coloring,Afternoon,8,4.5
B00959,U0678,S041,Pedicure,Morning,3.3,4.3
B00960,U0543,S085,Manicure,Evening,9.6,4.2
B00961,U0726,S050,Haircut,Afternoon,7.8,3.7
B00962,U0472,S004,Spa,Weekend,7.2,3.6
B00963,U0393,S014,Haircut,Evening,1.2,5
B00964,U0246,S092,Coloring,Evening,6.8,2.6
B00965,U0578,S073,Haircut,Afternoon,2.5,3.1
B00966,U0292,S093,Coloring,Evening,2.1,2.9
B00967,U0558,S043,Pedicure,Evening,12.9,3.8
B00968,U0062,S100,Pedicure,Morning,2.3,3.5
B00969,U0278,S089,Pedicure,Evening,1.7,3.3
B00970,U0829,S048,Spa,Evening,1.6,4.4
B00971,U0696,S030,Manicure,Weekend,8.4,4
B00972,U0670,S048,Spa,Weekend,14.7,4
B00973,U0307,S034,Pedicure,Morning,8.8,4.7
B00974,U0883,S075,Spa,Weekend,2.6,3.5
B00975,U0335,S026,Manicure,Morning,4.9,3.9
B00976,U0353,S018,Haircut,Morning,6.9,4.7
B00977,U0576,S053,Manicure,Evening,3.1,3.8
B00978,U0137,S015,Coloring,Evening,1,4
B00979,U0091,S009,Manicure,Morning,9.2,3.5
B00980,U0332,S037,Spa,Afternoon,2.1,2.9
B00981,U0827,S003,Pedicure,Weekend,9.1,4.2
B00982,U0808,S019,Coloring,Morning,3,3.1
B00983,U0029,S055,Coloring,Weekend,10.3,5
B00984,U0358,S065,Spa,Morning,7.3,4.4
B00985,U0772,S080,Manicure,Evening,1.5,3.9
B00986,U0558,S070,Spa,Evening,1.5,4.2
B00987,U0799,S018,Manicure,Afternoon,1,4.5
B00988,U0893,S024,Manicure,Afternoon,12.5,4.7
B00989,U0860,S053,Manicure,Evening,7,4.5
